words,links,capital_words,spam_word_count,is_spam
298,2,2,3,0
270,1,2,0,0
802,2,15,3,1
163,3,5,9,1
29,1,1,1,0
517,6,19,4,1
269,0,3,2,0
218,2,5,0,0
246,2,2,0,0
193,1,3,1,0
688,7,29,3,1
115,4,10,0,0
380,4,4,7,1
101,0,1,6,0
328,0,12,6,1
957,3,19,8,1
118,3,23,1,1
993,5,18,5,1
92,0,4,5,1
475,1,16,4,1
244,9,4,10,1
184,6,13,3,1
810,4,15,5,1
400,3,22,10,1
296,0,1,1,0
167,0,2,0,0
142,0,0,2,0
163,0,0,2,0
200,0,6,10,1
633,2,19,8,1
208,2,15,0,1
254,0,1,2,0
314,2,8,0,0
663,8,21,6,1
262,2,2,2,0
948,5,26,1,1
662,4,13,8,1
62,1,1,0,0
937,4,8,4,1
59,2,0,0,0
134,2,16,2,1
878,2,4,7,1
292,1,3,0,0
294,0,1,2,0
155,0,7,0,0
241,2,3,1,0
640,4,2,0,1
202,2,3,0,0
168,3,21,3,1
577,9,11,8,1
242,0,3,0,0
419,8,8,6,1
832,4,16,1,1
297,1,3,2,0
574,4,27,8,1
279,2,3,5,1
223,0,0,2,0
318,4,25,6,1
879,5,7,8,1
266,1,3,2,0
737,2,22,1,1
769,3,2,6,1
68,1,3,0,0
258,2,2,4,0
751,6,1,9,1
414,1,1,0,0
101,1,2,2,0
352,0,3,0,0
649,1,19,10,1
161,6,22,3,1
297,9,14,3,1
80,2,3,0,0
262,2,3,2,0
173,1,7,2,1
197,0,1,6,0
32,2,3,2,0
400,3,29,8,1
278,5,2,0,0
292,2,2,2,0
352,4,15,4,1
231,1,3,4,0
36,0,3,2,0
754,2,12,5,1
475,5,8,3,1
153,2,10,5,0
375,2,0,0,0
227,3,1,1,0
121,8,10,8,1
123,3,4,7,1
63,2,5,2,0
282,2,1,0,0
731,3,13,7,1
66,0,0,1,0
217,2,3,2,0
292,2,3,0,0
209,3,3,3,0
636,9,9,6,1
95,5,1,0,0
35,2,2,5,0
76,4,0,2,0
419,1,2,0,0
98,2,3,1,0
423,10,5,6,1
27,4,2,4,0
765,4,6,10,1
125,1,3,2,0
53,0,1,1,0
71,1,2,2,0
638,7,25,9,1
142,0,2,0,0
121,0,17,4,1
926,3,22,5,1
240,1,1,1,0
38,1,2,1,0
226,2,2,0,0
500,4,18,3,1
140,5,5,8,1
117,1,3,2,0
647,7,22,9,1
866,7,5,8,1
721,3,5,0,1
894,4,11,2,1
656,9,13,3,1
182,2,9,10,1
780,3,7,8,1
908,2,29,9,1
327,2,0,10,1
71,2,0,2,0
154,2,3,5,0
717,8,22,7,1
56,1,4,0,0
731,10,0,8,1
115,1,2,0,0
604,5,23,8,1
850,6,4,3,1
128,0,0,0,0
608,10,8,6,1
108,6,9,2,1
973,5,21,8,1
39,0,0,0,0
77,7,4,1,1
214,1,2,1,0
589,10,8,8,1
219,0,2,1,0
64,1,5,2,0
169,0,8,6,0
444,7,15,7,1
268,0,2,1,0
707,3,23,8,1
152,2,1,2,0
905,5,5,7,1
172,2,2,2,0
239,1,8,1,0
882,7,21,3,1
538,3,20,5,1
174,7,12,10,1
144,5,29,6,1
85,0,3,1,0
181,7,30,6,1
231,4,6,10,1
710,0,26,4,1
221,0,6,1,0
168,0,0,1,0
130,2,9,3,1
930,4,13,3,1
223,2,1,2,0
149,2,0,1,0
237,1,4,3,1
832,1,5,3,1
137,2,0,0,0
818,6,7,0,1
129,7,18,2,1
299,0,2,0,0
149,5,21,9,1
840,1,16,5,1
150,2,3,1,0
260,1,2,2,0
671,7,7,9,1
922,6,7,10,1
48,0,1,5,0
157,1,2,0,0
247,10,2,6,1
369,0,3,2,0
176,2,1,2,0
386,0,0,1,0
212,5,2,0,0
823,5,9,9,1
172,3,2,2,0
123,2,6,1,0
596,1,3,5,1
274,4,23,4,1
166,0,0,2,0
713,2,3,2,1
239,2,2,2,0
84,0,0,0,0
705,2,5,10,1
223,9,30,1,1
168,4,2,1,0
134,1,1,3,0
301,1,21,3,1
999,6,11,6,1
62,2,27,8,1
48,1,1,0,0
233,0,0,1,0
284,9,26,6,1
123,3,5,4,1
841,4,15,9,1
176,0,1,1,0
203,0,7,2,0
495,1,1,3,0
157,1,2,1,0
300,9,4,6,1
676,5,24,5,1
116,9,28,9,1
161,1,3,1,0
60,1,2,2,0
865,2,14,4,1
460,2,13,8,1
657,1,17,3,1
180,0,25,10,1
495,10,30,10,1
171,1,0,1,0
187,0,8,2,0
146,0,1,2,0
247,0,1,4,0
126,0,1,2,0
266,0,0,3,0
274,4,0,2,0
611,4,22,4,1
264,0,0,2,0
843,10,3,5,1
196,4,2,3,0
267,0,3,6,0
743,6,7,0,1
35,0,1,0,0
405,10,14,5,1
46,1,0,2,0
54,2,0,0,0
225,2,27,10,1
194,10,27,5,1
253,2,6,2,0
623,8,10,2,1
103,8,6,10,1
400,0,10,0,0
127,0,4,0,0
316,3,0,7,1
360,2,1,5,0
56,1,2,2,0
120,2,25,9,1
265,4,2,0,0
184,1,2,0,0
158,1,3,0,0
68,0,1,2,0
328,10,30,10,1
85,1,3,3,0
39,1,0,0,0
683,7,30,4,1
156,3,3,0,0
731,0,21,3,1
62,2,2,0,0
230,0,1,0,0
200,5,3,2,0
256,6,7,2,1
66,2,0,6,0
446,0,2,0,0
239,2,1,4,0
724,5,3,5,1
408,2,21,0,1
614,9,21,4,1
714,2,16,9,1
322,0,2,4,0
226,0,25,8,1
183,2,0,5,0
305,8,12,4,1
908,2,27,9,1
438,3,1,3,1
314,0,2,0,0
829,1,6,6,1
114,8,0,3,1
227,1,0,4,0
145,1,2,0,0
56,2,3,0,0
70,5,13,6,1
978,6,3,3,1
874,8,5,8,1
296,3,17,0,1
876,7,0,8,1
35,1,0,2,0
799,9,1,8,1
255,2,26,1,1
174,0,3,6,0
40,2,8,1,0
128,2,8,3,1
137,3,3,2,0
632,8,28,8,1
681,4,18,10,1
688,9,28,9,1
119,5,23,1,1
863,10,0,7,1
256,0,1,2,0
356,2,1,8,1
48,0,0,1,0
143,5,26,4,1
108,0,0,9,1
124,2,29,5,1
149,2,0,0,0
175,1,13,6,1
160,8,6,1,1
51,2,1,0,0
336,3,3,4,0
897,7,4,10,1
799,2,5,8,1
430,8,16,3,1
156,2,1,0,0
474,2,3,0,0
145,2,7,2,0
149,6,5,0,1
264,1,2,2,0
123,4,30,8,1
176,4,5,5,1
786,4,6,5,1
351,10,7,4,1
185,0,2,2,0
128,2,3,1,0
732,2,13,3,1
50,9,7,5,1
633,6,20,6,1
74,0,2,0,0
259,2,0,2,0
177,1,1,2,0
552,0,13,4,1
211,1,2,2,0
123,10,9,4,1
533,2,5,4,1
759,5,2,5,1
428,9,5,2,1
681,7,22,1,1
879,0,12,1,1
470,3,5,5,1
57,1,2,0,0
838,2,6,9,1
205,2,1,2,0
154,5,0,2,0
174,1,28,6,1
626,7,4,4,1
757,8,0,6,1
183,8,13,9,1
235,1,3,2,0
122,1,3,1,0
60,1,0,0,0
130,2,11,3,1
31,0,8,4,0
37,1,9,1,0
314,7,24,2,1
491,1,10,3,0
202,0,2,0,0
850,6,22,10,1
749,1,4,3,1
290,0,1,0,0
142,9,3,5,1
261,1,3,0,0
211,1,0,5,0
372,1,2,2,0
142,9,8,8,1
188,1,3,0,0
483,6,21,10,1
448,2,10,4,0
31,0,3,2,0
453,3,1,0,0
22,2,0,2,0
187,4,9,5,1
253,0,3,1,0
204,1,8,2,0
126,3,21,9,1
141,9,5,1,1
125,2,0,2,0
672,6,16,7,1
284,2,6,1,0
62,10,1,9,1
161,4,8,8,1
43,2,1,1,0
252,0,2,4,0
125,2,2,2,0
454,9,27,9,1
72,2,1,2,0
190,10,1,4,1
270,1,3,0,0
101,0,1,1,0
653,9,30,9,1
983,2,11,0,1
232,0,0,1,0
78,6,21,3,1
236,0,1,3,0
302,0,11,7,1
459,7,22,7,1
326,3,10,5,0
92,6,11,10,1
394,8,1,3,1
148,2,0,2,0
188,9,12,6,1
277,2,1,1,0
371,3,8,6,0
873,0,17,8,1
881,5,26,4,1
184,2,4,1,0
124,0,4,3,0
214,0,3,1,0
396,1,15,0,1
125,8,28,10,1
131,8,10,3,1
528,4,17,7,1
79,1,3,3,0
523,2,12,4,1
414,3,26,10,1
217,1,22,4,1
194,8,5,8,1
51,1,1,0,0
261,1,4,1,0
241,2,2,2,0
299,7,10,8,1
130,2,3,0,0
485,1,0,2,0
197,3,3,2,0
439,3,27,9,1
169,0,4,1,0
286,1,7,4,0
432,9,14,3,1
127,2,10,1,0
170,2,0,0,0
530,10,21,7,1
716,4,9,8,1
39,2,5,1,0
293,2,1,1,0
154,7,21,8,1
191,1,0,2,0
278,2,3,1,0
180,0,8,4,1
919,0,16,8,1
423,1,0,0,0
408,0,24,8,1
137,2,30,10,1
770,0,15,7,1
779,0,6,2,1
121,3,3,5,1
405,0,5,2,1
368,2,26,9,1
228,1,3,2,0
301,10,30,3,1
189,2,26,1,1
469,4,3,5,1
384,1,12,6,1
892,5,6,5,1
259,1,0,0,0
125,1,27,4,1
127,0,2,2,0
127,2,5,2,0
108,0,1,6,0
324,8,19,10,1
232,0,4,8,1
236,1,10,2,0
756,3,28,9,1
58,9,6,4,1
912,10,5,0,1
459,2,7,8,1
197,0,3,0,0
146,0,3,0,0
828,4,17,1,1
75,1,4,0,0
279,5,2,2,0
108,10,20,5,1
134,5,3,10,1
50,2,6,8,1
853,2,25,1,1
113,2,1,1,0
691,3,26,3,1
792,2,18,3,1
960,9,19,8,1
474,1,2,2,0
237,0,3,2,0
79,4,25,6,1
203,2,2,0,0
442,4,2,10,1
474,9,19,7,1
53,0,0,1,0
662,5,6,7,1
45,0,2,2,0
284,0,3,6,0
283,1,1,1,0
157,3,15,3,1
865,10,5,6,1
871,8,5,4,1
56,0,3,1,0
22,1,3,4,0
262,2,0,0,0
750,10,9,3,1
895,2,23,2,1
178,7,19,9,1
168,2,1,2,0
186,1,4,2,0
272,1,1,2,0
53,3,8,4,1
66,2,29,3,1
122,8,12,8,1
416,3,5,8,1
162,9,4,10,1
182,2,0,2,0
68,2,2,0,0
366,0,5,0,0
113,0,2,4,0
278,4,0,0,0
151,10,8,1,1
994,9,20,1,1
64,9,10,6,1
114,10,28,9,1
649,9,5,9,1
179,2,3,0,0
429,1,2,2,0
195,10,25,3,1
151,0,0,5,0
200,1,18,6,1
219,1,2,2,0
213,0,0,2,0
162,1,1,3,0
35,5,1,1,0
89,5,15,9,1
327,7,0,9,1
185,2,1,1,0
242,1,2,1,0
129,2,21,7,1
239,0,1,2,0
106,1,0,2,0
473,1,0,2,0
517,6,6,7,1
184,10,24,9,1
589,3,24,5,1
552,4,23,9,1
363,1,2,0,0
242,2,2,1,0
256,2,1,1,0
347,9,8,0,1
101,8,29,7,1
34,1,1,1,0
273,2,0,0,0
30,0,2,4,0
647,2,11,1,1
395,10,13,3,1
778,4,28,6,1
74,1,1,1,0
113,0,6,6,0
262,1,2,0,0
513,2,23,3,1
425,0,2,1,0
82,5,21,0,1
63,0,17,4,1
875,3,30,8,1
663,6,22,9,1
430,1,2,0,0
163,5,0,1,0
263,1,4,2,0
137,2,2,2,0
188,0,0,1,0
114,7,5,7,1
490,1,2,6,0
827,1,26,10,1
78,9,29,9,1
199,7,5,4,1
110,5,0,2,0
190,6,13,6,1
119,2,9,6,1
111,1,20,6,1
21,0,1,1,0
147,4,2,4,1
164,9,25,6,1
395,5,3,10,1
226,2,3,2,0
129,0,3,6,0
830,8,5,10,1
133,2,1,0,1
46,1,5,1,0
274,0,3,1,0
425,3,13,5,1
240,8,0,9,1
196,7,19,1,1
631,6,22,0,1
451,2,18,7,1
258,2,0,0,0
350,8,29,6,1
466,2,1,0,0
137,4,3,0,0
241,1,10,1,0
106,7,8,3,1
60,1,3,0,0
220,0,2,2,0
250,2,3,1,0
112,2,5,0,0
285,2,3,1,0
50,1,1,0,0
266,1,1,0,0
321,9,11,6,1
955,6,10,8,1
411,2,3,2,0
292,1,0,1,0
281,2,7,2,0
69,4,1,3,0
204,1,0,6,0
127,3,24,5,1
181,2,3,1,0
146,2,10,2,0
111,1,3,1,0
56,9,11,8,1
44,0,0,2,0
958,7,26,7,1
231,0,1,2,0
50,4,1,1,0
139,1,0,1,0
192,1,9,2,0
39,2,3,2,0
196,0,9,6,1
165,1,10,1,0
103,10,5,7,1
167,3,29,3,1
218,1,7,3,0
935,8,12,5,1
88,9,27,6,1
167,3,4,4,1
195,0,0,1,0
402,3,4,10,1
260,1,1,1,0
784,2,5,10,1
184,5,27,10,1
247,2,3,2,0
234,1,0,2,0
414,5,2,7,1
350,7,13,8,1
283,0,2,0,0
298,0,1,1,0
543,10,9,8,1
121,7,5,8,1
290,1,7,1,0
388,7,24,2,1
344,0,3,1,0
73,0,3,1,0
482,3,16,6,1
762,2,25,2,1
103,1,3,2,0
45,0,2,0,0
155,9,30,1,1
440,3,25,0,1
891,3,10,7,1
130,5,13,4,1
547,1,14,3,1
149,1,7,2,0
62,0,3,3,0
126,2,1,2,0
126,0,13,10,1
60,1,7,3,0
623,4,25,3,1
275,2,3,0,0
514,2,11,3,1
525,3,20,1,1
775,10,1,3,1
160,5,16,5,1
275,2,0,2,0
346,0,2,9,1
410,5,0,10,1
128,2,2,2,0
30,2,1,0,0
647,5,17,10,1
913,8,3,8,1
28,0,1,0,0
217,5,0,1,0
98,2,0,3,0
170,2,9,10,1
189,2,3,2,0
43,0,0,0,0
192,3,16,3,1
265,2,2,4,0
331,3,8,10,1
317,0,1,1,0
22,2,2,2,0
153,5,13,3,1
116,3,30,3,1
816,0,20,7,1
169,1,0,6,0
120,7,5,2,1
311,1,8,5,1
158,1,10,1,0
143,10,28,8,1
109,1,1,0,0
141,1,1,1,0
254,0,3,1,0
165,1,3,2,0
744,7,17,0,1
892,7,3,4,1
299,0,8,0,0
246,1,7,0,0
55,3,26,7,1
65,1,5,2,0
103,4,0,2,0
114,0,0,0,0
151,1,3,2,0
169,9,12,8,1
721,4,21,9,1
259,4,0,1,0
788,3,0,8,1
117,7,9,10,1
909,8,13,7,1
107,6,24,0,1
599,4,15,10,1
67,4,7,2,0
815,2,13,7,1
625,3,2,10,1
138,0,3,0,0
575,5,27,4,1
186,2,2,2,0
456,5,13,2,1
574,9,1,5,1
288,0,3,1,0
360,3,0,1,0
86,0,0,1,0
335,4,21,9,1
272,0,1,2,0
59,1,0,1,0
958,8,11,2,1
836,1,24,8,1
212,0,3,3,0
191,2,0,2,0
103,2,2,2,0
94,3,2,2,0
115,8,15,9,1
488,2,0,1,0
32,1,2,0,0
260,1,1,0,0
177,2,3,0,0
593,8,15,3,1
366,2,1,1,0
410,0,0,2,0
300,0,1,1,0
172,9,2,6,1
83,2,0,0,0
59,0,1,2,0
392,6,28,9,1
343,0,30,10,1
496,4,4,0,1
138,6,13,5,1
189,0,3,1,0
148,2,15,3,1
195,9,0,8,1
68,8,2,8,1
215,5,2,5,0
172,4,18,7,1
118,1,1,2,0
363,5,11,5,1
493,9,6,9,1
204,1,2,0,0
297,2,1,2,0
62,2,10,1,0
274,1,1,0,0
174,1,4,2,0
295,3,1,2,0
891,9,28,0,1
110,5,0,1,0
170,6,27,7,1
896,3,17,8,1
139,3,21,4,1
49,2,3,2,0
248,2,1,1,0
872,5,0,10,1
156,1,0,2,0
695,3,25,10,1
485,1,2,1,0
208,5,3,0,0
121,10,23,7,1
161,0,2,0,0
57,8,15,6,1
228,1,1,5,0
234,2,2,1,0
846,3,16,5,1
288,3,6,1,0
54,1,3,3,0
202,1,1,2,0
260,0,0,0,0
26,2,1,1,0
165,1,1,1,0
429,2,1,2,0
811,10,10,8,1
548,5,2,10,1
103,2,25,7,1
551,3,29,6,1
245,0,2,3,0
226,1,10,1,0
275,2,2,2,0
243,2,1,2,0
294,4,15,9,1
298,2,1,6,0
218,2,2,0,0
223,1,6,3,0
447,6,21,9,1
270,2,2,2,0
78,1,10,2,0
533,1,30,5,1
612,7,16,0,1
190,3,3,2,0
240,1,1,1,0
651,9,11,10,1
119,2,0,5,0
109,2,5,2,1
119,4,4,3,1
61,4,17,3,1
20,1,2,2,0
169,0,2,1,0
103,4,3,7,1
90,4,27,10,1
468,9,12,7,1
90,2,21,6,1
139,5,11,5,1
458,1,3,9,1
178,3,1,0,0
953,8,9,4,1
184,2,0,6,0
337,3,9,7,1
528,2,12,0,1
244,2,2,4,0
178,1,1,1,0
289,0,14,6,1
98,5,14,5,1
209,0,2,2,0
489,2,1,0,0
359,9,2,6,1
251,8,10,9,1
383,1,1,0,0
239,1,3,6,0
280,2,2,2,0
875,2,21,7,1
768,7,19,3,1
192,1,1,1,0
217,2,1,2,0
304,1,7,0,0
558,3,5,0,1
350,6,3,5,1
906,7,6,1,1
148,2,9,5,1
32,0,2,1,0
529,3,0,8,1
341,3,11,8,1
864,9,29,4,1
281,1,4,2,0
153,0,3,2,0
652,2,9,6,1
100,3,21,1,1
293,1,3,0,0
897,9,23,10,1
164,1,3,1,0
200,0,0,2,0
151,2,2,4,0
23,0,1,5,0
782,6,6,8,1
73,1,3,1,0
120,5,15,5,1
274,2,0,2,0
194,2,1,0,0
227,2,0,2,0
990,3,6,5,1
192,1,0,2,0
184,2,0,0,0
140,10,21,9,1
145,1,2,0,0
186,5,5,9,1
299,1,2,0,0
50,0,1,2,0
208,1,2,2,0
401,0,1,0,0
138,0,4,1,0
162,2,1,1,0
266,3,15,6,1
87,1,3,1,0
898,2,3,7,1
721,5,19,1,1
724,6,0,10,1
177,6,20,3,1
228,1,0,0,0
231,1,3,6,0
167,2,3,4,0
35,2,3,2,0
188,2,24,8,1
186,0,2,1,0
76,4,8,8,1
95,6,8,7,1
30,1,3,0,0
427,3,16,6,1
204,2,3,0,0
208,1,5,2,0
113,4,1,5,0
144,6,8,4,1
96,0,3,1,0
891,8,10,3,1
426,1,3,1,0
208,1,2,0,0
95,5,3,7,1
234,4,25,5,1
229,0,1,2,0
261,1,2,2,0
133,0,1,0,0
793,3,20,3,1
232,2,30,6,1
157,0,23,8,1
251,3,4,2,0
923,4,22,6,1
288,5,0,1,0
171,6,14,10,1
137,2,2,0,0
116,2,24,1,1
832,6,25,1,1
271,1,0,2,0
260,3,2,1,0
798,5,12,7,1
131,1,0,1,0
56,10,7,4,1
395,1,3,4,0
57,2,0,5,0
935,9,8,3,1
82,5,30,8,1
237,0,3,2,0
712,7,23,10,1
73,1,1,2,0
433,1,2,2,0
602,10,30,5,1
196,1,1,2,0
909,4,25,4,1
54,2,1,1,0
158,0,0,5,0
413,1,6,1,0
253,2,0,0,0
395,4,6,10,1
649,7,11,0,1
610,1,8,7,1
180,10,23,6,1
83,0,3,2,0
172,0,1,2,0
78,6,17,6,1
898,8,27,8,1
805,3,30,0,1
33,1,1,1,0
48,3,2,0,0
179,5,9,9,1
237,8,10,3,1
119,0,2,0,0
275,0,0,3,0
159,1,0,2,0
23,0,1,6,0
156,8,24,2,1
75,3,0,1,0
157,2,13,5,1
169,2,0,2,0
120,2,21,3,1
475,1,7,7,1
296,2,1,1,0
618,6,20,10,1
101,2,3,1,0
46,1,2,0,0
28,4,0,0,0
144,2,3,1,0
405,1,1,2,0
150,5,1,7,1
443,0,3,1,0
248,2,1,2,0
27,1,6,2,0
472,9,20,1,1
286,2,1,2,0
991,5,26,3,1
126,4,1,7,1
736,3,3,9,1
689,10,21,1,1
460,2,9,8,1
120,1,3,0,0
858,7,20,1,1
242,1,1,2,0
242,1,0,0,0
972,8,1,8,1
37,0,2,0,0
140,8,25,7,1
253,2,0,1,0
83,10,23,10,1
197,0,0,1,0
58,3,1,10,1
48,2,0,5,0
97,0,3,0,0
268,0,1,0,0
181,8,6,6,1
82,0,2,1,0
82,4,5,3,1
287,5,14,10,1
265,3,3,2,0
481,7,6,4,1
415,2,3,1,0
107,2,2,1,0
78,3,3,9,1
375,1,6,1,0
67,1,0,4,0
234,1,3,1,0
200,0,1,1,0
257,1,8,0,0
350,9,7,1,1
270,4,1,1,0
819,3,28,0,1
438,7,5,6,1
954,9,8,6,1
602,2,7,5,1
208,2,1,0,0
700,6,22,4,1
206,5,3,1,0
741,3,13,10,1
219,1,3,1,0
115,6,20,3,1
296,2,1,2,0
61,8,7,4,1
398,1,0,1,0
322,9,2,10,1
969,4,26,6,1
555,2,17,3,1
244,0,0,0,0
193,2,3,1,0
128,1,3,0,0
233,5,0,0,0
83,3,0,0,0
125,1,0,2,0
735,10,29,1,1
488,8,20,1,1
750,3,18,3,1
979,8,28,5,1
132,1,0,0,0
790,9,13,1,1
248,3,19,6,1
182,2,15,8,1
459,1,0,2,0
223,0,6,0,0
142,8,16,1,1
187,2,4,3,0
794,2,6,9,1
140,2,20,3,1
615,7,7,7,1
23,0,3,2,0
824,2,20,4,1
164,1,1,0,0
249,0,3,2,0
696,4,3,3,1
269,2,0,5,0
91,0,3,0,0
123,9,2,3,1
154,2,23,9,1
159,2,1,2,0
50,10,4,6,1
196,0,1,0,0
301,9,6,7,1
324,5,25,8,1
153,2,3,1,0
443,0,0,1,0
207,0,9,1,0
849,1,10,0,1
121,1,2,3,0
957,1,10,3,1
304,10,12,5,1
95,2,3,0,0
296,2,28,9,1
249,0,2,4,0
938,2,6,9,1
927,1,21,5,1
714,10,19,3,1
696,6,28,8,1
195,5,23,2,1
172,3,1,1,0
289,0,0,0,0
596,1,5,0,1
664,10,6,7,1
496,2,3,0,0
190,1,1,1,0
740,8,14,6,1
197,5,0,5,0
125,1,1,0,0
581,4,0,1,1
329,1,2,1,0
704,5,30,2,1
125,2,12,3,1
271,2,2,0,0
992,1,18,1,1
56,2,0,0,0
189,5,5,7,1
616,7,5,4,1
446,6,7,9,1
77,5,2,1,0
758,10,26,0,1
217,2,10,0,0
45,0,0,5,0
959,2,30,6,1
133,2,0,0,0
217,1,1,2,0
168,0,7,10,1
133,1,5,0,0
565,6,7,7,1
366,2,3,0,0
45,2,0,1,0
706,7,27,7,1
172,2,8,4,0
87,0,3,1,0
175,2,2,2,0
